model_key,domain,sub,framing,condition,category,sample_id,scalar,extraction_status,thinking_length
glm,creative,,casual,author_elderly,structured,10,8.0,clean,6110
glm,creative,,casual,author_elderly,structured,17,8.0,clean,5915
glm,creative,,casual,author_elderly,structured,18,9.0,clean,4555
glm,creative,,casual,author_elderly,structured,19,8.0,clean,6718
glm,creative,,casual,bare,control,1,4.0,clean,6052
glm,creative,,casual,bare,control,0,7.0,clean,5569
glm,creative,,casual,bare,control,5,7.0,clean,6100
glm,creative,,casual,bare,control,6,7.0,clean,5476
glm,creative,,casual,bare,control,2,7.0,clean,4792
glm,creative,,casual,bare,control,10,4.0,clean,0
glm,creative,,casual,bare,control,4,7.0,clean,5262
glm,creative,,casual,bare,control,3,6.0,clean,5421
glm,creative,,casual,bare,control,11,7.0,clean,5365
glm,creative,,casual,bare,control,7,7.0,clean,7222
glm,creative,,casual,bare,control,9,7.0,clean,5449
glm,creative,,casual,bare,control,8,7.0,clean,4148
glm,creative,,casual,bare,control,13,5.0,clean,5117
glm,creative,,casual,bare,control,12,7.0,clean,6311
glm,creative,,casual,bare,control,14,7.0,clean,5846
glm,creative,,casual,bare,control,15,6.0,clean,5426
glm,creative,,casual,bare,control,18,7.0,clean,4225
glm,creative,,casual,bare,control,16,7.0,clean,5247
glm,creative,,casual,bare,control,17,7.0,clean,7042
glm,creative,,casual,bare,control,19,6.0,clean,5820
glm,creative,,casual,effort_long,structured,1,7.0,clean,5468
glm,creative,,casual,effort_long,structured,0,6.0,clean,6861
glm,creative,,casual,effort_long,structured,6,7.0,clean,0
glm,creative,,casual,effort_long,structured,2,6.0,clean,5809
glm,creative,,casual,effort_long,structured,7,7.0,clean,6395
glm,creative,,casual,effort_long,structured,9,7.0,clean,6111
glm,creative,,casual,effort_long,structured,10,6.0,clean,5466
glm,creative,,casual,effort_long,structured,3,6.0,clean,7342
glm,creative,,casual,effort_long,structured,4,7.0,clean,7016
glm,creative,,casual,effort_long,structured,12,6.0,clean,5444
glm,creative,,casual,effort_long,structured,11,5.0,clean,8431
glm,creative,,casual,effort_long,structured,5,6.0,clean,7707
glm,creative,,casual,effort_long,structured,14,4.0,clean,6116
glm,creative,,casual,effort_long,structured,13,6.0,clean,6746
glm,creative,,casual,effort_long,structured,16,5.0,clean,4685
glm,creative,,casual,effort_long,structured,15,5.0,clean,9860
glm,creative,,casual,effort_long,structured,8,7.0,clean,7167
glm,creative,,casual,effort_long,structured,18,6.0,clean,5999
glm,creative,,casual,effort_long,structured,17,7.0,clean,7432
glm,creative,,casual,effort_long,structured,19,7.0,clean,6674
glm,creative,,casual,vibe_astrology,vibe,2,6.0,clean,7576
glm,creative,,casual,vibe_astrology,vibe,0,6.0,clean,7031
glm,creative,,casual,vibe_astrology,vibe,1,6.0,clean,6401
glm,creative,,casual,vibe_astrology,vibe,3,4.0,clean,4901
glm,creative,,casual,vibe_astrology,vibe,5,6.0,clean,5552
glm,creative,,casual,vibe_astrology,vibe,4,7.0,clean,6694
glm,creative,,casual,vibe_astrology,vibe,7,6.0,clean,5460
glm,creative,,casual,vibe_astrology,vibe,6,7.0,clean,7344
glm,creative,,casual,vibe_astrology,vibe,8,4.0,clean,7055
glm,creative,,casual,vibe_astrology,vibe,9,5.0,clean,7275
glm,creative,,casual,vibe_astrology,vibe,11,7.0,clean,6889
glm,creative,,casual,vibe_astrology,vibe,10,6.0,clean,7401
glm,creative,,casual,vibe_astrology,vibe,12,5.0,clean,6616
glm,creative,,casual,vibe_astrology,vibe,14,6.0,clean,6353
glm,creative,,casual,vibe_astrology,vibe,13,5.0,clean,7885
glm,creative,,casual,vibe_astrology,vibe,15,5.0,clean,8050
glm,creative,,casual,vibe_astrology,vibe,16,4.0,clean,5210
glm,creative,,casual,vibe_astrology,vibe,17,4.0,clean,4411
glm,creative,,casual,vibe_astrology,vibe,18,5.0,clean,7174
glm,creative,,casual,vibe_astrology,vibe,19,5.0,clean,7910
glm,creative,,casual,vibe_former_roommate,vibe,0,7.0,clean,6395
glm,creative,,casual,vibe_former_roommate,vibe,5,7.0,clean,5091
glm,creative,,casual,vibe_former_roommate,vibe,7,7.0,clean,4507
glm,creative,,casual,vibe_former_roommate,vibe,3,7.0,clean,5123
glm,creative,,casual,vibe_former_roommate,vibe,4,6.0,clean,6205
glm,creative,,casual,vibe_former_roommate,vibe,9,7.0,clean,5689
glm,creative,,casual,vibe_former_roommate,vibe,1,5.0,clean,6161
glm,creative,,casual,vibe_former_roommate,vibe,6,6.0,clean,5927
glm,creative,,casual,vibe_former_roommate,vibe,10,6.0,clean,5166
glm,creative,,casual,vibe_former_roommate,vibe,13,6.5,clean,6106
glm,creative,,casual,vibe_former_roommate,vibe,11,7.0,clean,6724
glm,creative,,casual,vibe_former_roommate,vibe,14,6.0,clean,4464
glm,creative,,casual,vibe_former_roommate,vibe,2,6.5,clean,10360
glm,creative,,casual,vibe_former_roommate,vibe,8,6.0,clean,7919
glm,creative,,casual,vibe_former_roommate,vibe,15,5.0,clean,4645
glm,creative,,casual,vibe_former_roommate,vibe,12,7.0,clean,5722
glm,creative,,casual,vibe_former_roommate,vibe,16,6.0,clean,5165
glm,creative,,casual,vibe_former_roommate,vibe,17,6.0,clean,13123
glm,creative,,casual,vibe_former_roommate,vibe,18,5.0,clean,6268
glm,creative,,casual,vibe_former_roommate,vibe,19,7.0,clean,6210
glm,creative,,casual,vibe_friend_ex,vibe,0,6.0,clean,4196
glm,creative,,casual,vibe_friend_ex,vibe,2,6.0,clean,6106
glm,creative,,casual,vibe_friend_ex,vibe,3,6.0,clean,6522
glm,creative,,casual,vibe_friend_ex,vibe,4,6.0,clean,6508
glm,creative,,casual,vibe_friend_ex,vibe,6,5.0,clean,5002
glm,creative,,casual,vibe_friend_ex,vibe,5,7.0,clean,6119
glm,creative,,casual,vibe_friend_ex,vibe,1,6.0,clean,5772
glm,creative,,casual,vibe_friend_ex,vibe,10,6.0,clean,4545
glm,creative,,casual,vibe_friend_ex,vibe,7,7.0,clean,6219
glm,creative,,casual,vibe_friend_ex,vibe,9,6.0,clean,4939
glm,creative,,casual,vibe_friend_ex,vibe,11,7.0,clean,5445
glm,creative,,casual,vibe_friend_ex,vibe,8,6.0,clean,7685
glm,creative,,casual,vibe_friend_ex,vibe,12,6.0,clean,4852
glm,creative,,casual,vibe_friend_ex,vibe,13,6.0,clean,5188
glm,creative,,casual,vibe_friend_ex,vibe,16,5.0,clean,5268
glm,creative,,casual,vibe_friend_ex,vibe,15,4.0,clean,6277
glm,creative,,casual,vibe_friend_ex,vibe,18,5.0,clean,5941
glm,creative,,casual,vibe_friend_ex,vibe,17,7.0,clean,7367
glm,creative,,casual,vibe_friend_ex,vibe,19,6.0,clean,4541
glm,creative,,casual,vibe_friend_ex,vibe,14,5.0,clean,12615
glm,creative,,casual,vibe_old_crush,vibe,0,6.0,clean,4350
glm,creative,,casual,vibe_old_crush,vibe,1,6.0,clean,5679
glm,creative,,casual,vibe_old_crush,vibe,2,6.5,clean,5090
glm,creative,,casual,vibe_old_crush,vibe,5,7.0,clean,4419
glm,creative,,casual,vibe_old_crush,vibe,4,7.0,clean,4963
glm,creative,,casual,vibe_old_crush,vibe,8,7.0,clean,4421
glm,creative,,casual,vibe_old_crush,vibe,7,7.0,clean,5817
glm,creative,,casual,vibe_old_crush,vibe,6,7.0,clean,4847
glm,creative,,casual,vibe_old_crush,vibe,9,6.0,clean,5816
glm,creative,,casual,vibe_old_crush,vibe,11,8.0,clean,4444
glm,creative,,casual,vibe_old_crush,vibe,12,6.0,clean,4048
glm,creative,,casual,vibe_old_crush,vibe,10,5.0,clean,6833
glm,creative,,casual,vibe_old_crush,vibe,13,6.0,clean,5732
glm,creative,,casual,vibe_old_crush,vibe,3,7.0,clean,6329
glm,creative,,casual,vibe_old_crush,vibe,14,6.0,clean,8477
glm,creative,,casual,vibe_old_crush,vibe,17,7.0,clean,4902
glm,creative,,casual,vibe_old_crush,vibe,15,7.5,clean,7288
glm,creative,,casual,vibe_old_crush,vibe,16,7.0,clean,7401
glm,creative,,casual,vibe_old_crush,vibe,19,7.0,clean,6094
glm,creative,,casual,vibe_old_crush,vibe,18,6.0,clean,8320
glm,creative,,casual,vibe_read_aloud_badly,vibe,5,7.0,clean,5493
glm,creative,,casual,vibe_read_aloud_badly,vibe,2,7.0,clean,5474
glm,creative,,casual,vibe_read_aloud_badly,vibe,4,6.0,clean,5335
glm,creative,,casual,vibe_read_aloud_badly,vibe,6,7.0,clean,6251
glm,creative,,casual,vibe_read_aloud_badly,vibe,7,7.0,clean,5516
glm,creative,,casual,vibe_read_aloud_badly,vibe,8,7.0,clean,7013
glm,creative,,casual,vibe_read_aloud_badly,vibe,3,7.0,clean,5638
glm,creative,,casual,vibe_read_aloud_badly,vibe,10,6.0,clean,5433
glm,creative,,casual,vibe_read_aloud_badly,vibe,1,4.0,clean,5490
glm,creative,,casual,vibe_read_aloud_badly,vibe,9,6.0,clean,7395
glm,creative,,casual,vibe_read_aloud_badly,vibe,11,6.0,clean,7066
glm,creative,,casual,vibe_read_aloud_badly,vibe,12,7.0,clean,6067
glm,creative,,casual,vibe_read_aloud_badly,vibe,13,6.0,clean,4598
glm,creative,,casual,vibe_read_aloud_badly,vibe,0,6.0,clean,7328
glm,creative,,casual,vibe_read_aloud_badly,vibe,15,7.0,clean,4929
glm,creative,,casual,vibe_read_aloud_badly,vibe,16,6.5,clean,4881
glm,creative,,casual,vibe_read_aloud_badly,vibe,17,6.0,clean,4611
glm,creative,,casual,vibe_read_aloud_badly,vibe,18,6.0,clean,7309
glm,creative,,casual,vibe_read_aloud_badly,vibe,14,6.0,clean,5892
glm,creative,,casual,vibe_read_aloud_badly,vibe,19,7.0,clean,5905
glm,creative,,casual,vibe_vegan,vibe,2,6.0,clean,5412
glm,creative,,casual,vibe_vegan,vibe,0,5.0,clean,5485
glm,creative,,casual,vibe_vegan,vibe,1,7.0,clean,5468
glm,creative,,casual,vibe_vegan,vibe,4,6.0,clean,5174
glm,creative,,casual,vibe_vegan,vibe,3,6.0,clean,5790
glm,creative,,casual,vibe_vegan,vibe,5,7.0,clean,6891
glm,creative,,casual,vibe_vegan,vibe,6,4.0,clean,6845
glm,creative,,casual,vibe_vegan,vibe,8,7.0,clean,6479
glm,creative,,casual,vibe_vegan,vibe,9,7.0,clean,4807
glm,creative,,casual,vibe_vegan,vibe,7,7.0,clean,9397
glm,creative,,casual,vibe_vegan,vibe,13,6.0,clean,6069
glm,creative,,casual,vibe_vegan,vibe,12,6.0,clean,7837
glm,creative,,casual,vibe_vegan,vibe,10,7.0,clean,5529
glm,creative,,casual,vibe_vegan,vibe,14,7.0,clean,5153
glm,creative,,casual,vibe_vegan,vibe,16,7.0,clean,5051
glm,creative,,casual,vibe_vegan,vibe,15,6.0,clean,9615
glm,creative,,casual,vibe_vegan,vibe,11,7.0,clean,6457
glm,creative,,casual,vibe_vegan,vibe,17,7.0,clean,7777
glm,creative,,casual,vibe_vegan,vibe,19,5.0,clean,5452
glm,creative,,casual,vibe_vegan,vibe,18,7.0,clean,6176
glm,creative,,casual,vibe_weird_email,vibe,1,5.0,clean,6042
glm,creative,,casual,vibe_weird_email,vibe,4,6.0,clean,5960
glm,creative,,casual,vibe_weird_email,vibe,5,7.0,clean,5661
glm,creative,,casual,vibe_weird_email,vibe,0,7.0,clean,6352
glm,creative,,casual,vibe_weird_email,vibe,3,6.0,clean,6124
glm,creative,,casual,vibe_weird_email,vibe,6,7.0,clean,7200
glm,creative,,casual,vibe_weird_email,vibe,2,6.0,clean,10526
glm,creative,,casual,vibe_weird_email,vibe,9,7.0,clean,4795
glm,creative,,casual,vibe_weird_email,vibe,8,6.0,clean,5815
glm,creative,,casual,vibe_weird_email,vibe,7,6.0,clean,7992
glm,creative,,casual,vibe_weird_email,vibe,10,6.5,clean,7552
glm,creative,,casual,vibe_weird_email,vibe,13,7.0,clean,5147
glm,creative,,casual,vibe_weird_email,vibe,11,5.0,clean,7090
glm,creative,,casual,vibe_weird_email,vibe,12,6.5,clean,7591
glm,creative,,casual,vibe_weird_email,vibe,15,6.0,clean,7081
glm,creative,,casual,vibe_weird_email,vibe,14,5.0,clean,8807
glm,creative,,casual,vibe_weird_email,vibe,16,5.0,clean,6296
glm,creative,,casual,vibe_weird_email,vibe,18,7.0,clean,4952
glm,creative,,casual,vibe_weird_email,vibe,17,6.0,clean,5553
glm,creative,,casual,vibe_weird_email,vibe,19,7.5,clean,7950
glm,creative,,editorial,author_ai,structured,0,2.0,clean,4774
glm,creative,,editorial,author_ai,structured,3,3.0,clean,3828
glm,creative,,editorial,author_ai,structured,1,2.0,clean,6383
glm,creative,,editorial,author_ai,structured,2,2.0,clean,5298
glm,creative,,editorial,author_ai,structured,6,3.0,clean,5044
glm,creative,,editorial,author_ai,structured,4,2.0,clean,5561
glm,creative,,editorial,author_ai,structured,5,2.0,clean,4852
glm,creative,,editorial,author_ai,structured,7,3.0,clean,6427
glm,creative,,editorial,author_ai,structured,10,2.0,clean,7729
glm,creative,,editorial,author_ai,structured,12,2.0,clean,5153
glm,creative,,editorial,author_ai,structured,8,3.0,clean,6133
glm,creative,,editorial,author_ai,structured,14,2.0,clean,4912
glm,creative,,editorial,author_ai,structured,13,3.0,clean,6243
glm,creative,,editorial,author_ai,structured,11,2.0,clean,8263
glm,creative,,editorial,author_ai,structured,9,2.0,clean,8859
glm,creative,,editorial,author_ai,structured,15,2.0,clean,6975
glm,creative,,editorial,author_ai,structured,16,2.0,clean,5947
glm,creative,,editorial,author_ai,structured,18,3.0,clean,6823
glm,creative,,editorial,author_ai,structured,19,2.0,clean,8308
glm,creative,,editorial,author_ai,structured,17,2.0,clean,6319
glm,creative,,editorial,author_awarded,structured,0,3.0,clean,5653
glm,creative,,editorial,author_awarded,structured,2,4.0,clean,6426
glm,creative,,editorial,author_awarded,structured,1,3.0,clean,5318
glm,creative,,editorial,author_awarded,structured,7,3.0,clean,0
glm,creative,,editorial,author_awarded,structured,9,3.0,clean,0
glm,creative,,editorial,author_awarded,structured,3,4.0,clean,6907
glm,creative,,editorial,author_awarded,structured,4,4.0,clean,6417
glm,creative,,editorial,author_awarded,structured,5,3.0,clean,6205
glm,creative,,editorial,author_awarded,structured,6,3.0,clean,5062
glm,creative,,editorial,author_awarded,structured,8,4.0,clean,6175
glm,creative,,editorial,author_awarded,structured,11,3.0,clean,5212
glm,creative,,editorial,author_awarded,structured,10,3.0,clean,7519
glm,creative,,editorial,author_awarded,structured,13,4.0,clean,6068
glm,creative,,editorial,author_awarded,structured,12,4.0,clean,5617
glm,creative,,editorial,author_awarded,structured,14,4.0,clean,6186
glm,creative,,editorial,author_awarded,structured,16,3.0,clean,7506
glm,creative,,editorial,author_awarded,structured,15,4.0,clean,6409
glm,creative,,editorial,author_awarded,structured,18,3.0,clean,5684
glm,creative,,editorial,author_awarded,structured,17,3.0,clean,7491
glm,creative,,editorial,author_awarded,structured,19,4.0,clean,8317
glm,creative,,editorial,author_human,structured,2,3.0,clean,5645
glm,creative,,editorial,author_human,structured,1,3.0,clean,6073
glm,creative,,editorial,author_human,structured,5,3.0,clean,5699
glm,creative,,editorial,author_human,structured,4,3.0,clean,5789
glm,creative,,editorial,author_human,structured,0,3.0,clean,5582
glm,creative,,editorial,author_human,structured,3,4.0,clean,7990
glm,creative,,editorial,author_human,structured,7,3.0,clean,5573
glm,creative,,editorial,author_human,structured,11,3.0,clean,4560
glm,creative,,editorial,author_human,structured,8,3.0,clean,6214
glm,creative,,editorial,author_human,structured,10,3.0,clean,6476
glm,creative,,editorial,author_human,structured,9,4.0,clean,7176
glm,creative,,editorial,author_human,structured,6,3.0,clean,4858
glm,creative,,editorial,author_human,structured,13,3.0,clean,5951
glm,creative,,editorial,author_human,structured,12,4.0,clean,5164
glm,creative,,editorial,author_human,structured,16,3.0,clean,6115
glm,creative,,editorial,author_human,structured,14,3.0,clean,7178
glm,creative,,editorial,author_human,structured,19,3.0,clean,6280
glm,creative,,editorial,author_human,structured,18,3.0,clean,5953
glm,creative,,editorial,author_human,structured,15,3.0,clean,9365
glm,creative,,editorial,author_human,structured,17,2.0,clean,6486
glm,creative,,editorial,bare,control,0,4.0,clean,6821
glm,creative,,editorial,bare,control,1,3.0,clean,6857
glm,creative,,editorial,bare,control,2,3.0,clean,6343
glm,creative,,editorial,bare,control,6,3.0,clean,4863
glm,creative,,editorial,bare,control,5,3.0,clean,5197
glm,creative,,editorial,bare,control,3,4.0,clean,5883
glm,creative,,editorial,bare,control,7,4.0,clean,6098
glm,creative,,editorial,bare,control,8,4.0,clean,5907
glm,creative,,editorial,bare,control,4,3.0,clean,7467
glm,creative,,editorial,bare,control,10,4.0,clean,5346
glm,creative,,editorial,bare,control,9,3.0,clean,6611
glm,creative,,editorial,bare,control,11,3.0,clean,5406
glm,creative,,editorial,bare,control,14,3.0,clean,4500
glm,creative,,editorial,bare,control,12,3.0,clean,5078
glm,creative,,editorial,bare,control,15,3.0,clean,6515
glm,creative,,editorial,bare,control,17,4.0,clean,4920
glm,creative,,editorial,bare,control,16,4.0,clean,6163
glm,creative,,editorial,bare,control,18,4.0,clean,4861
glm,creative,,editorial,bare,control,19,4.0,clean,5263
glm,creative,,editorial,bare,control,13,3.0,clean,10749
glm,creative,,editorial,control_irrelevant,control,1,3.0,clean,7065
glm,creative,,editorial,control_irrelevant,control,3,3.0,clean,6492
glm,creative,,editorial,control_irrelevant,control,4,4.0,clean,5110
glm,creative,,editorial,control_irrelevant,control,0,4.0,clean,6539
glm,creative,,editorial,control_irrelevant,control,5,3.0,clean,6521
glm,creative,,editorial,control_irrelevant,control,7,4.0,clean,5696
glm,creative,,editorial,control_irrelevant,control,2,4.0,clean,4867
glm,creative,,editorial,control_irrelevant,control,9,3.0,clean,5059
glm,creative,,editorial,control_irrelevant,control,10,4.0,clean,5073
glm,creative,,editorial,control_irrelevant,control,11,4.0,clean,5223
glm,creative,,editorial,control_irrelevant,control,8,4.0,clean,8084
glm,creative,,editorial,control_irrelevant,control,13,3.0,clean,6289
glm,creative,,editorial,control_irrelevant,control,6,4.0,clean,8486
glm,creative,,editorial,control_irrelevant,control,14,3.0,clean,6275
glm,creative,,editorial,control_irrelevant,control,16,4.0,clean,4726
glm,creative,,editorial,control_irrelevant,control,15,4.0,clean,5538
glm,creative,,editorial,control_irrelevant,control,12,4.0,clean,6319
glm,creative,,editorial,control_irrelevant,control,19,4.0,clean,6061
glm,creative,,editorial,control_irrelevant,control,17,4.0,clean,7111
glm,creative,,editorial,control_irrelevant,control,18,4.0,clean,5546
glm,creative,,editorial,effort_long,structured,0,3.0,clean,6093
glm,creative,,editorial,effort_long,structured,1,4.0,clean,5279
glm,creative,,editorial,effort_long,structured,3,4.0,clean,6633
glm,creative,,editorial,effort_long,structured,2,3.0,clean,4895
glm,creative,,editorial,effort_long,structured,4,3.0,clean,6472
glm,creative,,editorial,effort_long,structured,6,4.0,clean,6388
glm,creative,,editorial,effort_long,structured,5,3.0,clean,7916
glm,creative,,editorial,effort_long,structured,7,3.0,clean,7224
glm,creative,,editorial,effort_long,structured,8,4.0,clean,6218
glm,creative,,editorial,effort_long,structured,9,4.0,clean,8107
glm,creative,,editorial,effort_long,structured,11,3.0,clean,5826
glm,creative,,editorial,effort_long,structured,10,3.0,clean,6221
glm,creative,,editorial,effort_long,structured,12,3.0,clean,5169
glm,creative,,editorial,effort_long,structured,14,4.0,clean,6509
glm,creative,,editorial,effort_long,structured,15,4.0,clean,7979
glm,creative,,editorial,effort_long,structured,13,3.0,clean,8511
glm,creative,,editorial,effort_long,structured,17,4.0,clean,6518
glm,creative,,editorial,effort_long,structured,16,4.0,clean,6935
glm,creative,,editorial,effort_long,structured,19,3.0,clean,4475
glm,creative,,editorial,effort_long,structured,18,3.0,clean,5940
glm,creative,,editorial,effort_quick,structured,0,4.0,clean,6288
glm,creative,,editorial,effort_quick,structured,4,4.0,clean,5627
glm,creative,,editorial,effort_quick,structured,2,3.0,clean,5099
glm,creative,,editorial,effort_quick,structured,7,4.0,clean,7166
glm,creative,,editorial,effort_quick,structured,9,3.0,clean,4562
glm,creative,,editorial,effort_quick,structured,6,3.0,clean,6503
glm,creative,,editorial,effort_quick,structured,5,4.0,clean,14021
glm,creative,,editorial,effort_quick,structured,8,4.0,clean,8192
glm,creative,,editorial,effort_quick,structured,1,4.0,clean,8411
glm,creative,,editorial,effort_quick,structured,3,3.0,clean,10398
glm,creative,,editorial,effort_quick,structured,11,4.0,clean,8543
glm,creative,,editorial,effort_quick,structured,10,3.0,clean,9854
glm,creative,,editorial,effort_quick,structured,12,3.0,clean,7695
glm,creative,,editorial,effort_quick,structured,13,4.0,clean,7794
glm,creative,,editorial,effort_quick,structured,14,4.0,clean,8341
glm,creative,,editorial,effort_quick,structured,17,4.0,clean,7827
glm,creative,,editorial,effort_quick,structured,18,2.0,clean,5520
glm,creative,,editorial,effort_quick,structured,16,4.0,clean,8690
glm,creative,,editorial,effort_quick,structured,19,4.0,clean,7725
glm,creative,,editorial,effort_quick,structured,15,3.0,clean,6727
glm,creative,,editorial,neutral,control,0,3.0,clean,6271
glm,creative,,editorial,neutral,control,2,3.0,clean,5663
glm,creative,,editorial,neutral,control,1,3.0,clean,4956
glm,creative,,editorial,neutral,control,3,4.0,clean,5512
glm,creative,,editorial,neutral,control,5,3.0,clean,7133
glm,creative,,editorial,neutral,control,4,3.0,clean,4809
glm,creative,,editorial,neutral,control,6,3.0,clean,4896
glm,creative,,editorial,neutral,control,7,4.0,clean,6277
glm,creative,,editorial,neutral,control,8,3.0,clean,5469
glm,creative,,editorial,neutral,control,14,2.0,clean,6009
glm,creative,,editorial,neutral,control,12,3.0,clean,4655
glm,creative,,editorial,neutral,control,11,3.0,clean,6746
glm,creative,,editorial,neutral,control,10,3.0,clean,4262
glm,creative,,editorial,neutral,control,9,4.0,clean,5082
glm,creative,,editorial,neutral,control,13,3.0,clean,4903
glm,creative,,editorial,neutral,control,15,4.0,clean,5289
glm,creative,,editorial,neutral,control,18,3.0,clean,5734
glm,creative,,editorial,neutral,control,16,3.0,clean,5976
glm,creative,,editorial,neutral,control,17,4.0,clean,6402
glm,creative,,editorial,neutral,control,19,3.0,clean,5239
glm,creative,,editorial,translation,structured,0,4.0,clean,5666
glm,creative,,editorial,translation,structured,3,4.0,clean,6211
glm,creative,,editorial,translation,structured,5,3.0,clean,7124
glm,creative,,editorial,translation,structured,7,3.0,clean,8803
glm,creative,,editorial,translation,structured,2,5.0,clean,7173
glm,creative,,editorial,translation,structured,1,4.0,clean,6218
glm,creative,,editorial,translation,structured,6,3.0,clean,6149
glm,creative,,editorial,translation,structured,4,4.0,clean,9001
glm,creative,,editorial,translation,structured,9,4.0,clean,6279
glm,creative,,editorial,translation,structured,8,4.0,clean,7261
glm,creative,,editorial,translation,structured,11,3.0,clean,6543
glm,creative,,editorial,translation,structured,10,4.0,clean,7080
glm,creative,,editorial,translation,structured,13,4.0,clean,5137
glm,creative,,editorial,translation,structured,12,3.0,clean,7586
glm,creative,,editorial,translation,structured,16,3.0,clean,6732
glm,creative,,editorial,translation,structured,14,5.0,clean,7774
glm,creative,,editorial,translation,structured,15,4.0,clean,8256
glm,creative,,editorial,translation,structured,17,4.0,clean,6918
glm,creative,,editorial,translation,structured,18,3.0,clean,7025
glm,creative,,editorial,translation,structured,19,3.0,clean,5921
glm,creative,,editorial,vibe_astrology,vibe,0,3.0,clean,5280
glm,creative,,editorial,vibe_astrology,vibe,4,3.0,clean,5950
glm,creative,,editorial,vibe_astrology,vibe,3,4.0,clean,6636
glm,creative,,editorial,vibe_astrology,vibe,2,3.0,clean,5841
glm,creative,,editorial,vibe_astrology,vibe,1,4.0,clean,6505
glm,creative,,editorial,vibe_astrology,vibe,5,3.0,clean,8312
glm,creative,,editorial,vibe_astrology,vibe,6,3.0,clean,6130
glm,creative,,editorial,vibe_astrology,vibe,7,4.0,clean,6326
glm,creative,,editorial,vibe_astrology,vibe,8,3.0,clean,7155
glm,creative,,editorial,vibe_astrology,vibe,13,3.0,clean,5214
glm,creative,,editorial,vibe_astrology,vibe,9,4.0,clean,5952
glm,creative,,editorial,vibe_astrology,vibe,14,3.0,clean,6711
glm,creative,,editorial,vibe_astrology,vibe,10,4.0,clean,7259
