model_key,domain,sub,framing,condition,category,sample_id,scalar,extraction_status,thinking_length
glm,creative,,casual,author_elderly,structured,12,9.0,clean,3053
glm,creative,,casual,author_elderly,structured,10,9.0,clean,5079
glm,creative,,casual,author_elderly,structured,11,9.0,clean,4704
glm,creative,,casual,author_elderly,structured,13,10.0,clean,5000
glm,creative,,casual,author_elderly,structured,16,9.0,clean,3678
glm,creative,,casual,author_elderly,structured,14,9.0,clean,5869
glm,creative,,casual,author_elderly,structured,15,9.0,clean,5375
glm,creative,,casual,author_elderly,structured,17,9.0,clean,4424
glm,creative,,casual,author_elderly,structured,18,9.0,clean,3850
glm,creative,,casual,author_elderly,structured,19,9.0,clean,4415
glm,creative,,casual,bare,control,1,8.0,clean,3262
glm,creative,,casual,bare,control,2,7.0,clean,3168
glm,creative,,casual,bare,control,5,8.0,clean,3419
glm,creative,,casual,bare,control,0,8.0,clean,4242
glm,creative,,casual,bare,control,6,8.0,clean,6029
glm,creative,,casual,bare,control,7,8.0,clean,3954
glm,creative,,casual,bare,control,3,7.0,clean,5282
glm,creative,,casual,bare,control,9,8.0,clean,3914
glm,creative,,casual,bare,control,10,7.0,clean,3036
glm,creative,,casual,bare,control,8,7.0,clean,4359
glm,creative,,casual,bare,control,11,8.0,clean,4489
glm,creative,,casual,bare,control,15,8.0,clean,3411
glm,creative,,casual,bare,control,14,8.0,clean,3071
glm,creative,,casual,bare,control,12,7.5,clean,4780
glm,creative,,casual,bare,control,13,8.0,clean,4278
glm,creative,,casual,bare,control,4,8.0,clean,4720
glm,creative,,casual,bare,control,16,7.0,clean,3573
glm,creative,,casual,bare,control,17,8.0,clean,3463
glm,creative,,casual,bare,control,19,8.0,clean,3939
glm,creative,,casual,bare,control,18,7.0,clean,3316
glm,creative,,casual,effort_long,structured,0,8.0,clean,4096
glm,creative,,casual,effort_long,structured,6,8.0,clean,0
glm,creative,,casual,effort_long,structured,3,8.0,clean,5012
glm,creative,,casual,effort_long,structured,1,8.0,clean,4177
glm,creative,,casual,effort_long,structured,7,7.0,clean,4308
glm,creative,,casual,effort_long,structured,2,8.0,clean,3708
glm,creative,,casual,effort_long,structured,4,8.0,clean,3849
glm,creative,,casual,effort_long,structured,10,8.0,clean,4065
glm,creative,,casual,effort_long,structured,8,8.0,clean,4329
glm,creative,,casual,effort_long,structured,9,8.0,clean,5346
glm,creative,,casual,effort_long,structured,5,8.0,clean,4403
glm,creative,,casual,effort_long,structured,11,8.0,clean,4863
glm,creative,,casual,effort_long,structured,13,7.0,clean,4086
glm,creative,,casual,effort_long,structured,17,8.0,clean,4096
glm,creative,,casual,effort_long,structured,15,7.0,clean,5180
glm,creative,,casual,effort_long,structured,14,8.0,clean,6135
glm,creative,,casual,effort_long,structured,16,8.0,clean,3661
glm,creative,,casual,effort_long,structured,12,8.0,clean,5591
glm,creative,,casual,effort_long,structured,19,8.0,clean,4205
glm,creative,,casual,effort_long,structured,18,7.0,clean,6702
glm,creative,,casual,vibe_astrology,vibe,0,6.0,clean,2695
glm,creative,,casual,vibe_astrology,vibe,4,4.0,clean,5669
glm,creative,,casual,vibe_astrology,vibe,1,6.0,clean,5162
glm,creative,,casual,vibe_astrology,vibe,5,4.0,clean,7252
glm,creative,,casual,vibe_astrology,vibe,3,5.0,clean,6288
glm,creative,,casual,vibe_astrology,vibe,2,6.0,clean,6474
glm,creative,,casual,vibe_astrology,vibe,6,5.0,clean,7824
glm,creative,,casual,vibe_astrology,vibe,11,4.0,clean,5591
glm,creative,,casual,vibe_astrology,vibe,10,4.0,clean,6701
glm,creative,,casual,vibe_astrology,vibe,12,5.0,clean,6027
glm,creative,,casual,vibe_astrology,vibe,9,5.0,clean,6282
glm,creative,,casual,vibe_astrology,vibe,14,5.0,clean,5238
glm,creative,,casual,vibe_astrology,vibe,13,6.0,clean,3415
glm,creative,,casual,vibe_astrology,vibe,8,5.0,clean,6584
glm,creative,,casual,vibe_astrology,vibe,15,6.0,clean,3728
glm,creative,,casual,vibe_astrology,vibe,16,5.0,clean,5237
glm,creative,,casual,vibe_astrology,vibe,7,6.0,clean,6272
glm,creative,,casual,vibe_astrology,vibe,17,5.0,clean,5447
glm,creative,,casual,vibe_astrology,vibe,18,4.0,clean,6114
glm,creative,,casual,vibe_astrology,vibe,19,4.0,clean,8912
glm,creative,,casual,vibe_former_roommate,vibe,0,6.0,clean,4840
glm,creative,,casual,vibe_former_roommate,vibe,1,7.0,clean,5826
glm,creative,,casual,vibe_former_roommate,vibe,7,6.0,clean,0
glm,creative,,casual,vibe_former_roommate,vibe,2,6.0,clean,5493
glm,creative,,casual,vibe_former_roommate,vibe,4,6.5,clean,4532
glm,creative,,casual,vibe_former_roommate,vibe,3,6.0,clean,8307
glm,creative,,casual,vibe_former_roommate,vibe,8,7.0,clean,5362
glm,creative,,casual,vibe_former_roommate,vibe,10,7.0,clean,4355
glm,creative,,casual,vibe_former_roommate,vibe,5,6.0,clean,6017
glm,creative,,casual,vibe_former_roommate,vibe,12,7.0,clean,5638
glm,creative,,casual,vibe_former_roommate,vibe,14,7.0,clean,4812
glm,creative,,casual,vibe_former_roommate,vibe,9,7.0,clean,6047
glm,creative,,casual,vibe_former_roommate,vibe,13,7.0,clean,7953
glm,creative,,casual,vibe_former_roommate,vibe,16,7.0,clean,6779
glm,creative,,casual,vibe_former_roommate,vibe,15,7.0,clean,5126
glm,creative,,casual,vibe_former_roommate,vibe,11,7.0,clean,7583
glm,creative,,casual,vibe_former_roommate,vibe,6,8.0,clean,6431
glm,creative,,casual,vibe_former_roommate,vibe,19,7.0,clean,6426
glm,creative,,casual,vibe_former_roommate,vibe,18,7.0,clean,5252
glm,creative,,casual,vibe_former_roommate,vibe,17,6.5,clean,5734
glm,creative,,casual,vibe_friend_ex,vibe,1,7.0,clean,4442
glm,creative,,casual,vibe_friend_ex,vibe,2,6.0,clean,4258
glm,creative,,casual,vibe_friend_ex,vibe,4,6.0,clean,4526
glm,creative,,casual,vibe_friend_ex,vibe,6,7.0,clean,4586
glm,creative,,casual,vibe_friend_ex,vibe,5,6.0,clean,4802
glm,creative,,casual,vibe_friend_ex,vibe,8,6.0,clean,0
glm,creative,,casual,vibe_friend_ex,vibe,3,7.0,clean,4145
glm,creative,,casual,vibe_friend_ex,vibe,7,6.0,clean,0
glm,creative,,casual,vibe_friend_ex,vibe,9,6.5,clean,7278
glm,creative,,casual,vibe_friend_ex,vibe,10,6.5,clean,4976
glm,creative,,casual,vibe_friend_ex,vibe,13,6.0,clean,5901
glm,creative,,casual,vibe_friend_ex,vibe,0,6.0,clean,4316
glm,creative,,casual,vibe_friend_ex,vibe,12,6.5,clean,6526
glm,creative,,casual,vibe_friend_ex,vibe,11,7.0,clean,7324
glm,creative,,casual,vibe_friend_ex,vibe,16,6.0,clean,3918
glm,creative,,casual,vibe_friend_ex,vibe,19,7.0,clean,3229
glm,creative,,casual,vibe_friend_ex,vibe,17,7.0,clean,4499
glm,creative,,casual,vibe_friend_ex,vibe,15,7.0,clean,6490
glm,creative,,casual,vibe_friend_ex,vibe,18,7.0,clean,4306
glm,creative,,casual,vibe_friend_ex,vibe,14,7.0,clean,8024
glm,creative,,casual,vibe_old_crush,vibe,1,7.0,clean,5162
glm,creative,,casual,vibe_old_crush,vibe,0,7.0,clean,5008
glm,creative,,casual,vibe_old_crush,vibe,4,6.0,clean,5118
glm,creative,,casual,vibe_old_crush,vibe,3,5.0,clean,5659
glm,creative,,casual,vibe_old_crush,vibe,8,5.0,clean,0
glm,creative,,casual,vibe_old_crush,vibe,10,5.0,clean,0
glm,creative,,casual,vibe_old_crush,vibe,9,7.0,clean,5823
glm,creative,,casual,vibe_old_crush,vibe,12,7.0,clean,6553
glm,creative,,casual,vibe_old_crush,vibe,7,6.5,clean,5483
glm,creative,,casual,vibe_old_crush,vibe,2,6.0,clean,5020
glm,creative,,casual,vibe_old_crush,vibe,5,6.5,clean,7285
glm,creative,,casual,vibe_old_crush,vibe,14,7.0,clean,5952
glm,creative,,casual,vibe_old_crush,vibe,11,6.5,clean,6479
glm,creative,,casual,vibe_old_crush,vibe,6,6.0,clean,6718
glm,creative,,casual,vibe_old_crush,vibe,16,5.0,clean,4372
glm,creative,,casual,vibe_old_crush,vibe,18,6.0,clean,3739
glm,creative,,casual,vibe_old_crush,vibe,13,7.0,clean,4772
glm,creative,,casual,vibe_old_crush,vibe,19,6.0,clean,4476
glm,creative,,casual,vibe_old_crush,vibe,15,7.0,clean,7388
glm,creative,,casual,vibe_old_crush,vibe,17,4.0,clean,6715
glm,creative,,casual,vibe_read_aloud_badly,vibe,0,6.0,clean,4744
glm,creative,,casual,vibe_read_aloud_badly,vibe,1,4.0,clean,4982
glm,creative,,casual,vibe_read_aloud_badly,vibe,3,7.0,clean,4607
glm,creative,,casual,vibe_read_aloud_badly,vibe,6,7.0,clean,5258
glm,creative,,casual,vibe_read_aloud_badly,vibe,2,8.0,clean,4955
glm,creative,,casual,vibe_read_aloud_badly,vibe,4,7.0,clean,4597
glm,creative,,casual,vibe_read_aloud_badly,vibe,8,7.0,clean,4794
glm,creative,,casual,vibe_read_aloud_badly,vibe,10,6.0,clean,3913
glm,creative,,casual,vibe_read_aloud_badly,vibe,9,7.0,clean,4719
glm,creative,,casual,vibe_read_aloud_badly,vibe,11,7.0,clean,5167
glm,creative,,casual,vibe_read_aloud_badly,vibe,5,7.0,clean,6766
glm,creative,,casual,vibe_read_aloud_badly,vibe,12,6.0,clean,5203
glm,creative,,casual,vibe_read_aloud_badly,vibe,7,7.0,clean,3972
glm,creative,,casual,vibe_read_aloud_badly,vibe,13,6.5,clean,4690
glm,creative,,casual,vibe_read_aloud_badly,vibe,14,7.0,clean,5481
glm,creative,,casual,vibe_read_aloud_badly,vibe,15,7.0,clean,4169
glm,creative,,casual,vibe_read_aloud_badly,vibe,16,6.0,clean,3839
glm,creative,,casual,vibe_read_aloud_badly,vibe,18,6.0,clean,4394
glm,creative,,casual,vibe_read_aloud_badly,vibe,19,7.0,clean,4713
glm,creative,,casual,vibe_read_aloud_badly,vibe,17,7.0,clean,5590
glm,creative,,casual,vibe_vegan,vibe,2,6.0,clean,7802
glm,creative,,casual,vibe_vegan,vibe,0,6.0,clean,5792
glm,creative,,casual,vibe_vegan,vibe,3,6.0,clean,7252
glm,creative,,casual,vibe_vegan,vibe,5,7.0,clean,6520
glm,creative,,casual,vibe_vegan,vibe,1,6.0,clean,9206
glm,creative,,casual,vibe_vegan,vibe,8,6.0,clean,5343
glm,creative,,casual,vibe_vegan,vibe,4,6.0,clean,8202
glm,creative,,casual,vibe_vegan,vibe,9,6.0,clean,5920
glm,creative,,casual,vibe_vegan,vibe,7,6.0,clean,9600
glm,creative,,casual,vibe_vegan,vibe,6,6.0,clean,8331
glm,creative,,casual,vibe_vegan,vibe,13,6.0,clean,7323
glm,creative,,casual,vibe_vegan,vibe,14,7.0,clean,4546
glm,creative,,casual,vibe_vegan,vibe,11,6.0,clean,7059
glm,creative,,casual,vibe_vegan,vibe,10,6.0,clean,8800
glm,creative,,casual,vibe_vegan,vibe,12,7.0,clean,9667
glm,creative,,casual,vibe_vegan,vibe,16,6.0,clean,10757
glm,creative,,casual,vibe_vegan,vibe,15,6.0,clean,7981
glm,creative,,casual,vibe_vegan,vibe,18,6.0,clean,5998
glm,creative,,casual,vibe_vegan,vibe,19,5.0,clean,9388
glm,creative,,casual,vibe_vegan,vibe,17,6.5,clean,12290
glm,creative,,casual,vibe_weird_email,vibe,1,6.0,clean,3690
glm,creative,,casual,vibe_weird_email,vibe,0,7.0,clean,6731
glm,creative,,casual,vibe_weird_email,vibe,5,7.0,clean,4168
glm,creative,,casual,vibe_weird_email,vibe,3,7.0,clean,7029
glm,creative,,casual,vibe_weird_email,vibe,7,7.0,clean,3906
glm,creative,,casual,vibe_weird_email,vibe,2,7.0,clean,5873
glm,creative,,casual,vibe_weird_email,vibe,8,6.0,clean,5203
glm,creative,,casual,vibe_weird_email,vibe,9,7.0,clean,4415
glm,creative,,casual,vibe_weird_email,vibe,11,7.0,clean,4066
glm,creative,,casual,vibe_weird_email,vibe,6,6.0,clean,4176
glm,creative,,casual,vibe_weird_email,vibe,10,7.0,clean,5045
glm,creative,,casual,vibe_weird_email,vibe,12,6.0,clean,3614
glm,creative,,casual,vibe_weird_email,vibe,15,6.0,clean,5506
glm,creative,,casual,vibe_weird_email,vibe,14,6.0,clean,4646
glm,creative,,casual,vibe_weird_email,vibe,13,6.0,clean,5362
glm,creative,,casual,vibe_weird_email,vibe,16,6.0,clean,5582
glm,creative,,casual,vibe_weird_email,vibe,17,7.0,clean,5621
glm,creative,,casual,vibe_weird_email,vibe,18,,no_scalar_found,4305
glm,creative,,casual,vibe_weird_email,vibe,19,6.0,clean,5899
glm,creative,,casual,vibe_weird_email,vibe,4,8.0,clean,15342
glm,creative,,editorial,author_ai,structured,1,3.0,clean,3387
glm,creative,,editorial,author_ai,structured,2,3.0,clean,5787
glm,creative,,editorial,author_ai,structured,0,3.0,clean,3838
glm,creative,,editorial,author_ai,structured,5,4.0,clean,5225
glm,creative,,editorial,author_ai,structured,3,3.0,clean,4310
glm,creative,,editorial,author_ai,structured,9,3.0,clean,4410
glm,creative,,editorial,author_ai,structured,8,2.0,clean,4242
glm,creative,,editorial,author_ai,structured,4,3.0,clean,4468
glm,creative,,editorial,author_ai,structured,13,3.0,clean,4573
glm,creative,,editorial,author_ai,structured,11,3.0,clean,6734
glm,creative,,editorial,author_ai,structured,14,2.0,clean,4557
glm,creative,,editorial,author_ai,structured,6,3.0,clean,3883
glm,creative,,editorial,author_ai,structured,12,3.0,clean,5760
glm,creative,,editorial,author_ai,structured,10,3.0,clean,6399
glm,creative,,editorial,author_ai,structured,16,2.0,clean,5449
glm,creative,,editorial,author_ai,structured,15,2.0,clean,5238
glm,creative,,editorial,author_ai,structured,7,2.0,clean,5089
glm,creative,,editorial,author_ai,structured,17,3.0,clean,5579
glm,creative,,editorial,author_ai,structured,18,3.0,clean,4680
glm,creative,,editorial,author_ai,structured,19,3.0,clean,4843
glm,creative,,editorial,author_awarded,structured,2,4.0,clean,3269
glm,creative,,editorial,author_awarded,structured,1,4.0,clean,6555
glm,creative,,editorial,author_awarded,structured,0,4.0,clean,6246
glm,creative,,editorial,author_awarded,structured,3,4.0,clean,3944
glm,creative,,editorial,author_awarded,structured,4,6.0,clean,4835
glm,creative,,editorial,author_awarded,structured,5,4.0,clean,6244
glm,creative,,editorial,author_awarded,structured,9,4.0,clean,4597
glm,creative,,editorial,author_awarded,structured,6,4.0,clean,5591
glm,creative,,editorial,author_awarded,structured,7,4.0,clean,4827
glm,creative,,editorial,author_awarded,structured,10,4.0,clean,5102
glm,creative,,editorial,author_awarded,structured,13,5.0,clean,5075
glm,creative,,editorial,author_awarded,structured,8,5.0,clean,5516
glm,creative,,editorial,author_awarded,structured,12,4.0,clean,4873
glm,creative,,editorial,author_awarded,structured,11,4.0,clean,5459
glm,creative,,editorial,author_awarded,structured,14,4.0,clean,5422
glm,creative,,editorial,author_awarded,structured,17,4.0,clean,4971
glm,creative,,editorial,author_awarded,structured,18,4.0,clean,3558
glm,creative,,editorial,author_awarded,structured,15,6.0,clean,5319
glm,creative,,editorial,author_awarded,structured,19,4.0,clean,6073
glm,creative,,editorial,author_awarded,structured,16,4.0,clean,10753
glm,creative,,editorial,author_human,structured,0,5.0,clean,3989
glm,creative,,editorial,author_human,structured,3,5.0,clean,5491
glm,creative,,editorial,author_human,structured,7,5.0,clean,0
glm,creative,,editorial,author_human,structured,8,6.0,clean,4674
glm,creative,,editorial,author_human,structured,4,4.0,clean,5233
glm,creative,,editorial,author_human,structured,2,5.0,clean,4838
glm,creative,,editorial,author_human,structured,10,4.0,clean,2863
glm,creative,,editorial,author_human,structured,6,5.0,clean,4841
glm,creative,,editorial,author_human,structured,1,4.0,clean,6233
glm,creative,,editorial,author_human,structured,9,4.0,clean,5683
glm,creative,,editorial,author_human,structured,12,4.0,clean,6710
glm,creative,,editorial,author_human,structured,11,4.0,clean,7134
glm,creative,,editorial,author_human,structured,14,5.0,clean,4386
glm,creative,,editorial,author_human,structured,15,5.0,clean,4670
glm,creative,,editorial,author_human,structured,13,5.0,clean,6628
glm,creative,,editorial,author_human,structured,5,6.5,clean,10647
glm,creative,,editorial,author_human,structured,16,5.0,clean,6493
glm,creative,,editorial,author_human,structured,17,5.0,clean,5954
glm,creative,,editorial,author_human,structured,18,5.0,clean,5299
glm,creative,,editorial,author_human,structured,19,7.0,clean,5985
glm,creative,,editorial,bare,control,0,4.0,clean,6510
glm,creative,,editorial,bare,control,1,4.0,clean,6173
glm,creative,,editorial,bare,control,2,5.0,clean,6997
glm,creative,,editorial,bare,control,4,5.0,clean,5955
glm,creative,,editorial,bare,control,3,6.0,clean,5251
glm,creative,,editorial,bare,control,7,4.0,clean,3874
glm,creative,,editorial,bare,control,11,4.0,clean,5811
glm,creative,,editorial,bare,control,10,4.0,clean,5790
glm,creative,,editorial,bare,control,12,3.0,clean,3672
glm,creative,,editorial,bare,control,5,4.0,clean,4355
glm,creative,,editorial,bare,control,9,7.0,clean,5706
glm,creative,,editorial,bare,control,15,4.0,clean,3588
glm,creative,,editorial,bare,control,6,5.0,clean,7575
glm,creative,,editorial,bare,control,14,4.0,clean,4828
glm,creative,,editorial,bare,control,13,5.0,clean,11218
glm,creative,,editorial,bare,control,8,6.0,clean,3950
glm,creative,,editorial,bare,control,19,4.0,clean,4631
glm,creative,,editorial,bare,control,17,4.0,clean,4921
glm,creative,,editorial,bare,control,18,7.0,clean,4664
glm,creative,,editorial,bare,control,16,4.0,clean,4382
glm,creative,,editorial,control_irrelevant,control,0,4.0,clean,6453
glm,creative,,editorial,control_irrelevant,control,1,4.0,clean,3635
glm,creative,,editorial,control_irrelevant,control,2,3.0,clean,4295
glm,creative,,editorial,control_irrelevant,control,3,4.0,clean,4809
glm,creative,,editorial,control_irrelevant,control,5,5.0,clean,5310
glm,creative,,editorial,control_irrelevant,control,4,4.0,clean,5406
glm,creative,,editorial,control_irrelevant,control,9,4.0,clean,4510
glm,creative,,editorial,control_irrelevant,control,7,5.0,clean,4955
glm,creative,,editorial,control_irrelevant,control,6,4.0,clean,4841
glm,creative,,editorial,control_irrelevant,control,8,7.0,clean,5353
glm,creative,,editorial,control_irrelevant,control,12,5.0,clean,4998
glm,creative,,editorial,control_irrelevant,control,14,6.0,clean,3736
glm,creative,,editorial,control_irrelevant,control,13,4.0,clean,4068
glm,creative,,editorial,control_irrelevant,control,15,4.0,clean,5542
glm,creative,,editorial,control_irrelevant,control,18,4.0,clean,4645
glm,creative,,editorial,control_irrelevant,control,16,4.0,clean,5842
glm,creative,,editorial,control_irrelevant,control,11,5.0,clean,4866
glm,creative,,editorial,control_irrelevant,control,10,4.0,clean,6126
glm,creative,,editorial,control_irrelevant,control,19,5.0,clean,6367
glm,creative,,editorial,control_irrelevant,control,17,,no_scalar_found,2716
glm,creative,,editorial,effort_long,structured,2,4.0,clean,5373
glm,creative,,editorial,effort_long,structured,0,4.0,clean,5806
glm,creative,,editorial,effort_long,structured,1,6.0,clean,4365
glm,creative,,editorial,effort_long,structured,5,6.0,clean,7215
glm,creative,,editorial,effort_long,structured,6,4.0,clean,4904
glm,creative,,editorial,effort_long,structured,4,5.0,clean,6322
glm,creative,,editorial,effort_long,structured,7,4.0,clean,7434
glm,creative,,editorial,effort_long,structured,3,6.0,clean,5718
glm,creative,,editorial,effort_long,structured,13,4.0,clean,5113
glm,creative,,editorial,effort_long,structured,8,3.0,clean,6159
glm,creative,,editorial,effort_long,structured,10,4.0,clean,4982
glm,creative,,editorial,effort_long,structured,11,4.0,clean,4979
glm,creative,,editorial,effort_long,structured,9,4.0,clean,7385
glm,creative,,editorial,effort_long,structured,14,5.0,clean,5000
glm,creative,,editorial,effort_long,structured,12,6.0,clean,5046
glm,creative,,editorial,effort_long,structured,15,5.0,clean,5414
glm,creative,,editorial,effort_long,structured,19,4.0,clean,4013
glm,creative,,editorial,effort_long,structured,17,4.0,clean,4693
glm,creative,,editorial,effort_long,structured,18,4.0,clean,5139
glm,creative,,editorial,effort_long,structured,16,5.0,clean,7900
glm,creative,,editorial,effort_quick,structured,2,4.0,clean,4659
glm,creative,,editorial,effort_quick,structured,4,4.0,clean,4488
glm,creative,,editorial,effort_quick,structured,6,4.0,clean,0
glm,creative,,editorial,effort_quick,structured,1,3.0,clean,5091
glm,creative,,editorial,effort_quick,structured,3,4.0,clean,4630
glm,creative,,editorial,effort_quick,structured,0,3.0,clean,5020
glm,creative,,editorial,effort_quick,structured,5,4.0,clean,4867
glm,creative,,editorial,effort_quick,structured,9,3.0,clean,4222
glm,creative,,editorial,effort_quick,structured,10,4.0,clean,5826
glm,creative,,editorial,effort_quick,structured,8,4.0,clean,7869
glm,creative,,editorial,effort_quick,structured,7,4.0,clean,5060
glm,creative,,editorial,effort_quick,structured,14,4.0,clean,5915
glm,creative,,editorial,effort_quick,structured,12,4.0,clean,5941
glm,creative,,editorial,effort_quick,structured,13,3.0,clean,5351
glm,creative,,editorial,effort_quick,structured,15,3.0,clean,4274
glm,creative,,editorial,effort_quick,structured,18,4.0,clean,4115
glm,creative,,editorial,effort_quick,structured,16,4.0,clean,4715
glm,creative,,editorial,effort_quick,structured,19,4.0,clean,5150
glm,creative,,editorial,effort_quick,structured,17,4.0,clean,7062
glm,creative,,editorial,effort_quick,structured,11,3.0,clean,12613
glm,creative,,editorial,neutral,control,0,5.0,clean,5114
glm,creative,,editorial,neutral,control,2,4.0,clean,5304
glm,creative,,editorial,neutral,control,5,6.0,clean,3928
glm,creative,,editorial,neutral,control,1,4.0,clean,4168
glm,creative,,editorial,neutral,control,4,4.0,clean,4219
glm,creative,,editorial,neutral,control,7,4.0,clean,4568
glm,creative,,editorial,neutral,control,3,5.0,clean,6154
glm,creative,,editorial,neutral,control,9,4.0,clean,4085
glm,creative,,editorial,neutral,control,6,3.0,clean,4743
glm,creative,,editorial,neutral,control,13,4.0,clean,4362
glm,creative,,editorial,neutral,control,8,3.0,clean,5002
glm,creative,,editorial,neutral,control,15,5.0,clean,5012
glm,creative,,editorial,neutral,control,10,4.0,clean,5220
glm,creative,,editorial,neutral,control,11,4.0,clean,4410
glm,creative,,editorial,neutral,control,17,6.0,clean,5498
glm,creative,,editorial,neutral,control,12,4.0,clean,5500
glm,creative,,editorial,neutral,control,16,4.0,clean,4521
glm,creative,,editorial,neutral,control,18,3.0,clean,3411
glm,creative,,editorial,neutral,control,14,4.0,clean,5999
glm,creative,,editorial,neutral,control,19,4.0,clean,4970
glm,creative,,editorial,translation,structured,0,4.0,clean,4937
glm,creative,,editorial,translation,structured,3,5.0,clean,5188
glm,creative,,editorial,translation,structured,2,7.0,clean,5077
glm,creative,,editorial,translation,structured,4,6.0,clean,4873
glm,creative,,editorial,translation,structured,1,7.0,clean,8333
glm,creative,,editorial,translation,structured,5,5.0,clean,3440
glm,creative,,editorial,translation,structured,6,7.5,clean,3847
glm,creative,,editorial,translation,structured,10,4.0,clean,4176
glm,creative,,editorial,translation,structured,9,6.0,clean,9096
glm,creative,,editorial,translation,structured,7,7.0,clean,6465
glm,creative,,editorial,translation,structured,11,8.0,clean,4593
glm,creative,,editorial,translation,structured,12,6.0,clean,6093
glm,creative,,editorial,translation,structured,8,5.0,clean,9713
glm,creative,,editorial,translation,structured,14,5.0,clean,5101
glm,creative,,editorial,translation,structured,13,5.0,clean,5786
glm,creative,,editorial,translation,structured,16,7.0,clean,5305
glm,creative,,editorial,translation,structured,15,4.0,clean,8210
glm,creative,,editorial,translation,structured,17,7.0,clean,6206
glm,creative,,editorial,translation,structured,19,7.0,clean,5244
glm,creative,,editorial,translation,structured,18,4.0,clean,7548
glm,creative,,editorial,vibe_astrology,vibe,0,4.0,clean,4286
glm,creative,,editorial,vibe_astrology,vibe,2,3.0,clean,4389
glm,creative,,editorial,vibe_astrology,vibe,5,3.0,clean,5309
glm,creative,,editorial,vibe_astrology,vibe,3,4.0,clean,4596
glm,creative,,editorial,vibe_astrology,vibe,7,4.0,clean,6004
glm,creative,,editorial,vibe_astrology,vibe,8,3.0,clean,7991
glm,creative,,editorial,vibe_astrology,vibe,6,4.0,clean,6409
glm,creative,,editorial,vibe_astrology,vibe,4,4.0,clean,6324
glm,creative,,editorial,vibe_astrology,vibe,1,3.0,clean,8689
glm,creative,,editorial,vibe_astrology,vibe,9,3.0,clean,6800
glm,creative,,editorial,vibe_astrology,vibe,10,3.0,clean,4564
glm,creative,,editorial,vibe_astrology,vibe,11,4.0,clean,6275
glm,creative,,editorial,vibe_astrology,vibe,13,3.0,clean,4870
